Neuron,Cluster,TSNE_1,TSNE_2
Neuron_1356,0,57.0322,21.547626
Neuron_1357,0,56.51312,21.258677
Neuron_1358,3,-66.94477,14.575037
Neuron_1359,3,-66.61372,14.536151
Neuron_1360,0,45.847992,12.114911
Neuron_1361,0,44.875034,10.377029
Neuron_1362,3,-67.129654,14.811213
Neuron_1363,3,-66.16228,15.387202
Neuron_1364,0,33.49442,-3.9101887
Neuron_1365,0,50.57773,20.307495
Neuron_1366,1,-51.033653,-33.447853
Neuron_1367,1,-49.668438,-32.9899
Neuron_1368,1,-53.649055,-34.751606
Neuron_1369,1,-42.31447,-29.629393
Neuron_1370,7,-70.65801,12.946107
Neuron_1371,7,-70.61051,11.668045
Neuron_1372,1,-50.00961,-32.970444
Neuron_1373,7,-70.43767,12.818613
Neuron_1374,7,-70.37478,12.102695
Neuron_1375,7,-71.11954,11.898922
Neuron_1376,7,-71.54451,12.023617
Neuron_1377,7,-70.37798,12.09132
Neuron_1378,7,-71.05896,12.950742
Neuron_1379,1,-50.01965,-32.803482
Neuron_1380,7,-70.78975,12.299158
Neuron_1381,7,-71.570786,11.367458
Neuron_1382,1,-53.764057,-34.252823
Neuron_1383,6,-8.522422,5.7894044
Neuron_1384,0,60.60772,20.595036
Neuron_1385,0,60.65547,20.349483
Neuron_1386,0,60.719574,20.906816
Neuron_1387,0,60.646854,20.741089
Neuron_1388,0,60.581944,20.251282
Neuron_1389,0,60.59985,19.97613
Neuron_1390,0,59.508823,17.75658
Neuron_1391,3,-45.410103,20.18633
Neuron_1392,0,28.528118,-5.170817
Neuron_1393,0,42.20391,20.767689
Neuron_1394,0,21.61209,-1.8816677
Neuron_1395,0,-8.499423,-24.116167
Neuron_1396,0,42.352383,17.422216
Neuron_1397,0,45.09671,10.492076
Neuron_1398,0,45.629696,11.033223
Neuron_1399,0,36.85266,17.19081
Neuron_1400,6,-37.533466,1.2937868
Neuron_1401,0,10.935944,-6.5947037
Neuron_1402,0,35.556858,16.461174
Neuron_1403,0,33.97813,17.853197
Neuron_1404,0,43.268852,19.09791
Neuron_1405,0,37.017876,18.001446
Neuron_1406,0,20.22835,-3.4232688
Neuron_1407,0,13.913465,-7.203768
Neuron_1408,0,7.445482,-24.82189
Neuron_1409,0,33.243626,18.720505
Neuron_1410,0,46.534264,19.592546
Neuron_1411,6,-36.04734,11.43892
Neuron_1412,6,-37.63054,9.790492
Neuron_1413,0,13.497661,-8.517327
Neuron_1414,0,-3.9179559,-22.362148
Neuron_1415,0,14.296492,-6.798883
Neuron_1416,0,24.97096,-1.9912095
Neuron_1417,0,15.783658,-5.634039
Neuron_1418,0,25.273298,-1.8883615
Neuron_1419,6,-8.678753,0.51637864
Neuron_1420,6,-29.11547,2.2225475
Neuron_1421,6,-22.585651,-1.9404423
Neuron_1422,0,7.940447,-15.64551
Neuron_1423,0,12.201047,-9.994276
Neuron_1424,6,-30.970163,4.277974
Neuron_1425,0,36.815815,-9.503732
Neuron_1426,0,42.195606,-14.750413
Neuron_1427,0,36.482525,-10.503527
Neuron_1428,0,56.36249,15.982818
Neuron_1429,0,40.138798,-4.0368037
Neuron_1430,0,49.425903,11.369607
Neuron_1431,0,54.994995,19.956978
Neuron_1432,0,46.966583,7.4095387
Neuron_1433,0,45.185116,-5.0352736
Neuron_1434,0,38.6678,-8.485919
Neuron_1435,0,44.96603,-2.473456
Neuron_1436,0,48.62692,8.486937
Neuron_1437,0,52.03679,13.658346
Neuron_1438,0,59.21548,13.977945
Neuron_1439,0,38.567383,-6.6922293
Neuron_1440,0,48.379303,5.4488177
Neuron_1441,0,37.645374,-5.634262
Neuron_1442,0,55.113987,16.94955
Neuron_1443,0,59.210777,13.351918
Neuron_1444,0,44.766617,-6.432573
Neuron_1445,0,50.376076,0.5519512
Neuron_1446,0,36.949265,-10.701888
Neuron_1447,0,37.511826,-13.117213
Neuron_1448,0,49.392704,14.827713
Neuron_1449,0,47.778206,-0.88012606
Neuron_1450,0,59.32367,15.258852
Neuron_1451,0,50.898716,0.43791747
Neuron_1452,0,56.478867,19.361753
Neuron_1453,0,40.45731,-2.318125
Neuron_1454,0,44.55674,-7.146094
Neuron_1455,0,51.183216,11.286603
Neuron_1456,0,56.30871,15.836407
Neuron_1457,0,36.11893,-12.549115
Neuron_1458,0,36.702396,-12.4001465
Neuron_1459,0,36.107548,-11.933849
Neuron_1460,0,47.934757,2.292099
Neuron_1461,0,51.56995,4.6417117
Neuron_1462,0,41.40976,-2.705043
Neuron_1463,0,37.124176,-10.662409
Neuron_1464,0,43.847412,-5.5515537
Neuron_1465,0,36.051895,-11.680015
Neuron_1466,0,34.98773,-13.988632
Neuron_1467,0,35.234238,-10.227332
Neuron_1468,0,47.560665,2.591825
Neuron_1469,0,47.56625,5.925759
Neuron_1470,0,35.37836,-9.772327
Neuron_1471,0,36.08903,-10.517778
Neuron_1472,0,49.47632,-0.06644798
Neuron_1473,0,35.300846,-10.880307
Neuron_1474,0,49.231327,12.223061
Neuron_1475,0,51.234627,13.865897
Neuron_1476,0,53.05016,15.623081
Neuron_1477,0,47.12141,6.5193915
Neuron_1478,0,50.323032,3.7498708
Neuron_1479,0,56.3153,18.07781
Neuron_1480,0,53.352604,9.35339
Neuron_1481,0,50.161026,2.721953
Neuron_1482,0,51.785862,12.7178955
Neuron_1483,0,55.10783,17.21617
Neuron_1484,0,56.443073,19.068148
Neuron_1485,0,57.502,18.9521
Neuron_1486,0,48.313526,9.6261
Neuron_1487,0,51.80184,14.424757
Neuron_1488,0,40.28494,-5.533168
Neuron_1489,0,47.191727,0.3336671
Neuron_1490,0,45.680492,-1.9796511
Neuron_1491,0,46.332466,-2.2061245
Neuron_1492,0,53.090225,3.3343365
Neuron_1493,0,57.381702,18.064104
Neuron_1494,0,54.508682,12.372785
Neuron_1495,0,51.5815,13.5752945
Neuron_1496,0,37.605618,-6.6846023
Neuron_1497,0,39.717937,-4.5905743
Neuron_1498,0,55.87877,17.722513
Neuron_1499,0,46.646194,6.146494
Neuron_1500,0,38.690437,-5.7356157
Neuron_1501,0,37.4934,-9.313148
Neuron_1502,0,35.69444,-13.152166
Neuron_1503,0,34.901283,-14.065682
Neuron_1504,0,50.747093,0.8481746
Neuron_1505,0,37.15494,-9.066967
Neuron_1506,0,49.627113,1.1150843
Neuron_1507,0,47.742466,8.060481
Neuron_1508,0,52.51539,15.136009
Neuron_1509,0,56.44797,13.945873
Neuron_1510,0,46.291718,5.153915
Neuron_1511,0,51.441772,14.357231
Neuron_1512,0,36.316395,-10.368193
Neuron_1513,0,44.84779,-9.398575
Neuron_1514,0,45.39558,-7.0657673
Neuron_1515,0,56.102646,10.193283
Neuron_1516,0,46.700813,-3.5908248
Neuron_1517,0,33.73385,-4.9036555
Neuron_1518,0,49.157,11.890094
Neuron_1519,0,36.75741,-12.73992
Neuron_1520,0,48.65874,1.9493419
Neuron_1521,0,40.459045,-3.5770416
Neuron_1522,0,37.25485,-7.850478
Neuron_1523,0,43.652523,-6.171725
Neuron_1524,0,49.83311,1.2406377
Neuron_1525,0,53.040844,1.8981334
Neuron_1526,0,38.190468,-11.217502
Neuron_1527,0,36.770668,-9.056255
Neuron_1528,0,8.156106,-14.57046
Neuron_1529,0,36.7814,-11.071091
Neuron_1530,0,40.666737,-2.4248612
Neuron_1531,0,40.69738,-2.6141438
Neuron_1532,0,53.441757,2.6079805
