Neuron,Type,TotalStrength,AvgRelatedness,StrengthImbalance,RichClubScore,total_3node_motifs,as_source,as_target,KMeansCluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Leiden,HDBSCAN_Cluster,LeidenRole,SymbolicRole,LatentArchetype
URYVR,Unknown,137.0,13.405228758169931,73.0,0.0941176470588235,528,39,45,2,0.17089342,0.12822062,-0.25115642,-0.17555378,-0.107103534,-0.8356933,0.2922401,0.914766,-0.14810708,1.0603225,0.17399108,0.033807132,-0.08556102,-0.64279914,0.31529087,-0.4098306,-0.99814695,-0.18857798,-0.8556335,-0.3460411,0.49058956,-0.12902164,-0.4987436,-0.7420959,0.74783045,-0.08279157,-0.30068672,-0.2659265,-0.23956601,-0.023144683,0.7199551,0.38512143,-0.22286911,-0.29982424,-0.018899351,0.3752418,-0.40846518,-0.3681688,-0.4608105,0.41490805,-0.080827765,-0.16420631,-0.36730123,-0.1791909,1.0011241,-0.36238378,0.59400463,-0.2707868,-0.3491261,0.37462,0.47692972,0.49312866,-0.53413785,0.08356759,-0.060379963,-0.079065375,0.27419266,0.16897641,0.34367892,0.11961035,-0.63845915,0.25204998,-0.09153231,0.029047458,3,6,🧩 Integrative Hub,Unknown ❓,-1
ADLR,Unknown,189.0,12.5718954248366,133.0,0.0875522138680033,561,109,60,2,0.15261881,0.3183893,0.24591477,-0.28856182,-0.085267514,-0.8087243,0.31395638,-0.045784954,0.00023518814,0.9317947,0.08843698,0.15938182,-0.6524552,-0.38032663,-0.45259854,-0.27614403,-0.8689401,-0.18062827,-0.21086346,-0.43489817,0.64412594,-0.09601893,-0.41242623,-0.6732113,0.2948046,-0.19221833,-0.24955386,-0.1446485,0.061443232,-0.3354331,0.25375664,0.36820987,-0.18710108,-0.8947948,0.42782223,0.5334064,-0.26018932,0.0017786997,-0.1969947,0.55315876,0.010841064,-0.54003745,-0.17944357,-0.5803263,1.1530114,-0.7080562,0.17911537,-0.39698812,-0.9109763,0.16431238,0.47771588,0.5911457,-0.87122643,0.21576647,-0.34634757,-0.22565077,-0.21767798,0.20557334,-0.116657495,0.13967283,-0.4032918,0.3899947,-0.06969601,-0.049995147,3,6,🧩 Integrative Hub,Olfactory 🌬,-1
PVNL,Unknown,71.0,18.548684210526314,1.0,0.0875522138680033,595,110,113,2,0.55375063,-0.012069163,-0.23756516,0.02089828,0.1725092,-0.6553893,0.44793892,-0.045061175,-0.06083586,0.6629898,0.46723953,-0.056836702,-0.44929543,-0.46528777,-0.21214966,-0.4753375,-0.8465322,-0.20755436,-0.5395298,-0.48888105,0.53434503,-0.23829125,-0.3817443,-0.7481549,0.7630905,-0.31138444,-0.56233156,-0.3194287,-0.3597129,-0.31194213,-0.0065007852,0.44100678,0.04592264,-1.0789931,-0.23782232,0.26753646,-0.447513,0.016916187,-0.27357078,0.12719789,-0.0990137,-0.45076916,-0.28846648,-0.91066784,1.0507662,-0.426186,0.4122641,-0.5463886,-0.3517467,0.22410001,0.44379988,-0.09392341,-0.6847726,0.24187171,-0.50034213,0.068190746,-0.23299147,0.22124764,0.08425342,-0.17793033,-0.056395013,0.18127462,0.13932294,0.1934164,3,6,🧩 Integrative Hub,Unknown ❓,-1
RMFL,Unknown,215.0,15.846428571428572,31.0,0.1388698238389384,946,144,129,5,0.06680629,0.32764724,-0.6065594,-0.049123388,0.014694222,-1.3597573,-0.1041331,0.38542694,0.1831519,0.4593448,0.22695021,-0.061472576,-0.92196876,-0.8284213,-0.12988994,-0.6776743,-0.832032,-0.2113281,-0.57154346,0.09538668,0.4147327,-0.0443708,-0.7064727,-0.46095207,0.5163197,0.17218824,0.13243152,-0.15238059,-0.16720133,-0.4944644,0.42423958,0.66314775,-0.1487208,-0.78830624,0.12993057,0.19754986,-0.015056171,-0.11187235,0.28109986,0.44787547,-0.28936803,-0.45541298,-0.17938869,-0.38252655,1.028265,-0.34692785,0.49717802,-0.7051632,-0.15349112,0.19896735,0.46400264,0.22164766,-0.4130403,-0.038014244,0.18544772,0.19954523,0.057506353,0.06405294,0.1844023,-0.24971277,-0.29538095,-0.3380083,-0.18014966,0.10741176,3,6,🧩 Integrative Hub,Unknown ❓,-1
AIBR,Unknown,602.0,14.326169590643277,190.0,0.3,2628,287,265,3,0.55392224,0.050364662,-0.26898193,-0.34560484,-0.27948293,-0.7897833,0.2561746,0.47833598,-0.004814082,0.7175532,0.3375911,-0.20690185,-0.74225384,-1.0395153,0.08834467,-0.33599052,-0.70818263,0.055863794,-0.27725065,-0.059243005,0.121569544,-0.03602222,-0.767426,-0.32847288,0.64446783,0.25878128,-0.35181978,-0.18367542,-0.11446804,-0.45334402,0.2771859,0.42964622,-0.29152018,-0.60195947,0.28575402,0.2729192,-0.27126005,-0.041618243,0.12219245,0.41028902,-0.1331842,-0.52875984,-0.41886762,-0.27961883,0.90604633,-0.41342497,0.34460434,-0.3730591,-0.80453,0.05812969,0.55689675,0.13737386,-0.7015807,0.24025431,-0.065962985,-0.04561716,-0.45706743,-0.1448984,-0.20393239,0.15491156,-0.14924432,0.11319745,0.005303961,0.27324256,3,6,🧩 Integrative Hub,Unknown ❓,-1
AVAR,Interneuron,360.0,16.15972222222222,330.0,0.1560021152829191,903,37,158,5,0.31383157,0.067231454,-0.032360293,-0.11298671,0.02439491,-0.5593174,0.48760757,0.2526336,-0.15192029,1.1415714,0.49399185,0.035986993,-0.47007087,-0.65891594,-0.22459012,-0.6226126,-0.8130744,-0.20317797,-0.532696,-0.11853702,0.15648416,0.08631591,-0.83009964,-0.42842704,0.41301697,-0.06739334,-0.18256138,-0.035855155,-0.1723717,-0.6513975,0.19542794,0.4650776,-0.24350281,-0.9022623,0.3303766,0.6572372,-0.31302595,-0.3289129,0.47347537,0.7565083,-0.29421404,-0.2974216,-0.22827356,-0.47879604,0.86173165,-0.26855046,0.5438465,-0.20368655,-0.9002098,0.18316476,0.30658403,0.24887331,-0.3717666,0.2980858,-0.04421969,-0.037184373,-0.034180775,0.0020461984,0.026962508,0.16093433,-0.12464403,-0.05796233,0.05961981,0.29120097,3,6,🧩 Integrative Hub,Oscillator 🔁,-1
AIBL,Unknown,607.0,14.530332167832167,199.0,0.1428571428571428,2485,310,317,3,0.28922784,0.15480602,-0.5418131,-0.17181325,-0.084437974,-0.6686622,-0.08095542,0.26853713,-0.14328158,0.73772794,0.50815153,-0.3131131,-0.595579,-0.7082817,0.1461305,-0.5742728,-0.9647723,-0.21701205,-0.39041942,-0.054750778,0.2935615,0.2409795,-0.7648934,-0.4189502,0.4929569,-0.17982058,-0.21116865,-0.25329536,-0.08761085,-0.36800775,0.18687744,0.44410846,0.17797641,-0.55939984,0.124200694,0.32073322,-0.6202572,0.1766829,0.19532034,0.42182034,-0.3573971,-0.17262183,-0.5916641,-0.42939568,0.8635912,-0.47326994,0.5677463,-0.32798705,-0.83117735,0.009050167,0.5918304,0.30445573,-0.59007555,0.22523423,-0.22931737,-0.2494951,-0.43343702,0.02161738,0.07649972,0.05658238,-0.22927603,0.23294061,0.23576167,0.27380133,3,6,🧩 Integrative Hub,Unknown ❓,-1
AIYR,Unknown,269.0,13.52275960170697,63.0,0.0707751707751707,528,137,137,5,0.37959868,0.13081865,-0.36625582,0.10285114,-0.23211284,-0.6338632,-0.20081519,0.6124156,-0.029948121,0.89392644,0.38037533,-0.30582422,-0.7195404,-0.5739653,-0.379154,-0.12214259,-0.89266294,-0.013518909,-0.446894,-0.43970746,0.5271722,-0.37889916,-0.54284406,-0.19739047,0.41973275,-0.20707345,-0.25047842,-0.04272313,-0.03745129,-0.5759224,0.089610584,0.44274962,-0.17766888,-0.70211506,0.3876019,0.53558135,-0.17532071,-0.026042711,0.01626093,0.41515443,-0.3846718,-0.5016777,-0.24775873,-0.8478026,0.88250536,-0.56258845,0.34037605,0.0330956,-0.5197257,0.39105853,0.8729463,0.43667108,-0.6788681,0.11830156,-0.14609237,-0.37625566,-0.35374078,0.015796775,-0.44430193,-0.063610144,-0.2520782,-0.049095273,0.1718073,-0.18264471,3,6,🧩 Integrative Hub,Unknown ❓,-1
AUAR,Unknown,235.0,14.865056818181818,45.0,0.0658390255304781,325,38,63,2,0.7701185,-0.3821937,-0.25914583,0.11511994,-0.35708424,-0.88220876,-0.27062327,0.6441268,-0.047101505,0.76073,0.4056059,-0.44920072,-0.4292875,-0.6891335,-0.20588568,-0.16990969,-1.0061052,0.043134745,-0.39560226,-0.27681303,0.5399545,-0.18284649,-0.6492244,-0.5433061,0.45516142,-0.10544359,-0.09908825,0.2153857,-0.28707057,-0.28212255,0.15215915,0.48516044,0.08617359,-0.5589701,0.039264683,0.62086433,-0.035386954,0.09283195,-0.017948095,0.29212058,-0.3840303,-0.6336686,-0.5623732,-0.7243724,0.8316388,-0.39130384,0.4272041,0.082698315,-0.7425461,0.45645034,0.54522747,0.69255173,-0.36305717,0.05878708,-0.09059741,-0.047597762,-0.39738348,0.44310418,-0.28278264,0.045497168,-0.4876638,-0.051293883,0.07312361,0.14584336,3,6,🧩 Integrative Hub,Unknown ❓,-1
URXR,Unknown,274.0,17.401120632827947,100.0,0.0983661499790532,703,99,78,2,0.4470168,-0.15603344,-0.60514605,0.5427261,-0.024911523,-0.31588906,-0.18269557,0.15152209,-0.23590262,0.9026233,0.20528066,-0.222376,-0.594767,-0.5837941,0.2300624,-0.42519578,-1.2084696,0.14108142,-0.54296094,-0.124651015,0.3729354,-0.10036716,-0.88659513,-0.42777866,0.6521489,0.024587365,-0.29173058,0.07291996,-0.09382211,-0.17108774,0.16029617,0.5114447,-0.008417158,-0.9527137,0.61093783,0.5943121,0.16587636,-0.28580472,-0.20610484,0.7610935,-0.35148925,-0.50712085,-0.06496984,-0.50636315,0.6589087,-0.34487984,0.43276134,-0.59301895,-0.5532913,0.30659345,0.4179528,0.3079781,-0.65012705,0.4221433,0.05622723,-0.23720728,-0.05526016,0.39964494,-0.023545241,0.17660336,-0.47188047,-0.23429109,-0.32404712,0.15170012,3,6,🧩 Integrative Hub,Unknown ❓,-1
AFDR,Sensory,89.0,13.901515151515152,9.0,0.0362771335117454,171,61,61,2,0.14866023,0.14120314,-0.46252522,-0.10884972,-0.4313342,-0.726831,-0.13663381,0.561178,0.19060096,0.5223293,0.3179208,-0.2663328,-0.71015936,-0.80481064,-0.5025368,-0.26645,-0.8455461,0.011218785,-0.5150071,-0.43326497,0.44667166,-0.21192364,-0.4874661,-0.36417115,0.6627806,-0.24914657,-0.211103,-0.0409132,-0.16442442,-0.8076093,-0.2447502,0.45537117,-0.027354812,-0.56908613,0.4653898,0.3336125,-0.20018758,-0.2892439,0.09753119,0.57177347,-0.5187399,-0.41292194,-0.41894722,-0.67984337,0.9574771,-0.4666695,0.3935449,0.05656811,-0.5574628,0.21631248,1.0068413,0.3831692,-0.73517287,0.19438832,-0.3063239,-0.17952995,-0.29037106,0.18788455,-0.541156,-0.0020845663,-0.19661647,-0.051672254,0.06385553,-0.14714849,3,6,🧩 Integrative Hub,Unknown ❓,-1
BAGL,Unknown,221.0,16.112934362934364,5.0,0.0775079992471296,435,102,91,2,0.51779383,-0.015394504,-0.4660067,-0.034642186,-0.3607099,-0.7593276,-0.28944623,0.41113082,0.13603938,0.86133724,0.39675996,-0.26079232,-0.6586658,-0.66734886,-0.12818056,-0.29704523,-1.039698,-0.14088064,-0.5515871,-0.22998433,0.50706756,0.023204435,-0.8272093,-0.2653211,0.4017487,0.13600738,-0.03191927,-0.12599635,-0.1303995,-0.45740095,0.13830778,0.5052456,0.032547817,-0.33034104,0.40630963,0.72234696,-0.20290175,-0.26796496,0.11787809,0.4875481,-0.42022547,-0.41646424,-0.5618944,-0.73384845,0.639253,-0.5360171,0.6002129,0.13413902,-0.54090923,0.4433104,0.6082489,0.60965806,-0.6317513,0.24502076,-0.123066425,-0.12278565,-0.30787706,0.11365102,-0.2551827,0.014261268,-0.18675579,0.17785221,-0.1449734,-0.023772266,3,6,🧩 Integrative Hub,Glia ⚙️,-1
ASEL,Sensory,189.0,15.753325942350331,109.0,0.0613903167156741,406,120,85,2,0.3731737,0.21308267,-0.24534348,0.006993521,-0.16984037,-0.67604965,-0.4430874,0.4958005,0.06866515,0.48059234,0.36352357,-0.25180212,-1.0115063,-0.8326593,-0.37162837,-0.14426532,-1.0957956,-0.31509447,-0.6326085,-0.3066462,0.32479227,-0.051764812,-0.6909507,-0.20637512,0.7601464,-0.15920094,-0.112297624,0.14890708,-0.18043908,-0.57715356,0.036378138,0.61837673,-0.154384,-0.53455144,0.2972699,0.2755754,-0.48053524,0.24935398,-0.036224708,0.45928767,-0.40870392,-0.48123792,-0.4403465,-0.69226086,0.76427126,-0.65508574,0.57910234,-0.13488774,-0.26316074,0.44903857,0.6413702,0.012997182,-0.69164795,0.106361434,-0.29084614,-0.41387358,-0.56469846,0.07350835,-0.15895206,0.009463494,-0.18733664,-0.040261637,0.031581894,0.10053057,3,6,🧩 Integrative Hub,Chemosensory 👃,-1
RID,Unknown,49.0,12.173913043478262,47.0,0.0482149381491727,171,2,25,0,0.5491758,-0.08124944,-0.29781595,-0.19047454,-0.27657902,-0.8351889,0.11412469,0.48911068,0.16210383,0.93727964,0.25437453,0.56459767,-0.6095098,-1.2486517,-0.2147393,-0.7365158,-0.9148093,-0.3741232,-0.50354433,-0.07470954,0.52356553,0.28135297,-0.65951777,-0.6718563,0.41005272,-0.08519781,-0.15285183,-0.41398475,-0.16944997,-0.33220014,0.06613849,0.5521545,-0.14853524,-0.88856155,0.085598074,0.21672222,-0.3646923,-0.17332104,0.10444371,0.43712837,-0.21897288,-0.6253088,-0.31287625,-0.48478955,0.8027736,0.19005823,-0.12071446,-0.04146546,-0.37480173,0.5812988,0.6461724,-0.048536632,-0.36715114,0.1921735,-0.40202406,-0.03873666,-0.20287757,0.19936962,0.177025,-0.2349231,0.091484256,0.3587349,0.15654176,-0.071096525,3,6,🧩 Integrative Hub,Unknown ❓,-1
RIML,Unknown,563.0,14.114843991350014,55.0,0.2166666666666666,2926,532,479,3,0.22582008,0.19499822,-0.34553328,-0.12559633,-0.1235055,-0.81041825,0.06040206,0.40481085,-0.24603827,0.50205266,0.37044302,0.14146855,-0.494614,-0.7500173,0.23168892,-0.29834515,-0.56896824,-0.11631173,-0.142935,0.004682942,0.5317907,0.11012094,-0.896697,-0.76527506,0.59931666,0.096426085,-0.14112312,-0.31645724,-0.073392875,-0.61038357,0.24949586,0.45910048,-0.13340057,-0.8851482,0.032746,0.30710602,-0.17822962,-0.03808787,0.35680175,0.22216696,-0.600569,-0.5011172,-0.3885678,-0.062052496,0.7856278,-0.53704685,0.50400054,-0.46786267,-0.8301291,0.13236094,0.6315114,0.48654714,-0.78933185,-0.0010301912,0.0025434315,0.12774009,0.029446604,0.1572852,0.398849,-0.42462584,-0.25401708,0.19550088,-0.20614854,0.010577924,3,6,🧩 Integrative Hub,Relay 🧠,-1
AVHR,Unknown,123.0,15.838779956427016,53.0,0.119047619047619,1081,220,125,5,0.4409062,-0.21105918,-0.3836035,-0.21947302,-0.3092412,-0.37943074,0.007403417,0.599205,0.021469979,0.7118683,0.66107905,-0.05300108,-0.4704722,-0.73106337,-0.21589363,-0.21524818,-0.7509931,-0.14266439,-0.14505802,-0.41151175,0.57737577,0.21849884,-0.75021136,-1.1195033,0.70572925,0.16186933,-0.31447938,-0.114217184,-0.25690365,-0.73344356,0.239131,0.3675276,-0.27798903,-0.82557654,0.21521744,0.23525228,-0.28497538,0.102022834,-0.033522166,0.093653806,-0.37311116,-0.45540887,-0.5686654,-0.71423215,0.9759024,-0.47004655,-0.014584279,-0.28898716,-0.5108643,0.057472926,0.6763969,-0.043689363,-0.20748794,0.3053845,-0.21095513,0.040649023,-0.028850885,0.38183698,0.47354975,-0.013363222,-0.28087902,0.046389595,-0.08752956,0.1655028,3,6,🧩 Integrative Hub,Unknown ❓,-1
CEPVL,Unknown,230.0,15.382275132275131,62.0,0.1408491107286288,1128,142,129,5,0.8920283,-0.23964693,-0.8140856,0.11965727,-0.5404892,-0.6655781,0.27665293,0.32779714,-0.14764804,0.8408236,0.34284717,-0.17857537,-0.45684266,-0.86131775,-0.09781573,-0.35527498,-0.95390207,-0.58701,-0.27072558,0.22351575,0.36403912,0.12843119,-0.5862578,-0.39980334,0.48027232,-0.25882974,-0.44746253,0.18945178,-0.3437572,-0.05442964,0.0832041,0.98043644,-0.5437761,-0.7905246,0.20136337,0.15282933,-0.28991574,0.30745775,0.31798688,-0.11691338,-0.0458241,-0.0041979887,-0.50091136,-0.38067886,0.5777676,-0.4401119,0.2819613,-0.52620655,-0.51085365,0.27286404,0.55336046,0.30423602,-0.63994795,0.12340585,-0.056440584,-0.051225103,0.09190242,0.24280049,0.17183225,-0.25402775,-0.067215145,0.36533907,0.0026749948,0.18781151,3,6,🧩 Integrative Hub,Glia ⚙️,-1
ASKR,Unknown,180.0,13.174603174603174,44.0,0.0572937830150345,435,135,109,2,0.28309566,0.117295004,-0.046353664,-0.11202156,0.11879067,-0.6503617,0.3655097,0.30471653,0.009319355,0.37981892,0.27248076,-0.034725666,-0.6518662,-0.7700605,-0.39748186,-0.30320212,-0.98926884,-0.15531641,-0.3473813,-0.62705606,0.5097927,-0.3905749,-0.41450533,-0.5223202,0.5230656,0.051413413,-0.6390269,0.028524026,-0.48223364,-0.60800916,-0.0929415,0.5315063,-0.27270222,-1.196681,0.19271238,0.35442358,-0.3473947,-0.24745175,-0.3004993,0.23948482,-0.23975363,-0.68400127,-0.3657518,-0.64166373,0.7667804,-0.30309522,0.1312518,-0.5112749,-0.7422933,0.23308226,0.7051341,0.2550983,-0.84124184,0.04348643,-0.43271714,-0.004631451,-0.1016146,0.11204231,-0.38756904,-0.11362009,-0.17591688,0.07680237,0.25849125,-0.044031158,3,6,🧩 Integrative Hub,Unknown ❓,-1
AWCR,Sensory,302.0,14.4031007751938,36.0,0.0707751707751707,528,134,111,5,-0.07847573,0.14362322,-0.099285185,-0.26243424,-0.18402287,-0.5132534,-0.018547745,0.36215755,0.15386385,0.40363806,0.08466861,0.005041329,-0.43981928,-1.0656828,-0.31323317,-0.10167528,-1.2088625,0.047251146,-0.5935946,-0.3788335,0.47931165,-0.29564685,-0.41951144,-0.39621666,0.6341647,-0.16214277,-0.4457008,-0.023711348,-0.3478007,-0.5713508,0.27684626,0.7215455,-0.14462942,-0.61233366,0.29739028,0.4658956,-0.46035483,0.02174633,-0.14905955,0.2951894,-0.6573836,-0.54670954,-0.4015154,-0.36637115,0.8254969,-0.4494179,0.570456,-0.2472168,-0.5134729,0.2705312,0.9242359,0.049312282,-0.94603217,0.32270136,-0.0095533375,-0.36485466,-0.6032798,0.17789619,-0.3081514,-0.20320754,-0.15302838,0.35976672,0.10900601,0.06536179,3,6,🧩 Integrative Hub,Olfactory 🌬,-1
ASGR,Unknown,92.0,10.967105263157894,10.0,0.0337304120984366,105,34,27,0,0.26197967,0.29166088,-0.07143762,-0.08183947,-0.20176424,-0.60441774,0.082343966,0.20314543,-0.08077368,0.6829499,0.22962993,-0.44292492,-0.64373106,-0.9109794,-0.18835762,-0.29383552,-0.7815811,0.033136304,-0.6995072,-0.5066256,0.53543943,-0.45203462,-0.65995,-0.31315058,0.4549775,-0.3065614,-0.61909324,-0.056526728,-0.045754224,-0.38062757,0.08020097,0.71763325,-0.11680587,-0.8084105,0.21719211,0.5312893,-0.117472015,-0.29343846,-0.14500009,0.22521465,-0.6529183,-0.62898463,-0.3475328,-0.68363535,0.8322476,-0.5298568,0.4079096,-0.36157185,-0.61689764,0.21016169,1.0063909,0.07946981,-0.6893911,0.13020091,-0.15646365,-0.18585806,-0.2622016,-0.06714187,-0.73071367,0.24536496,-0.13563745,-0.042329717,0.2121057,-0.08815472,3,6,🧩 Integrative Hub,Unknown ❓,-1
BAGR,Unknown,260.0,16.60128518971848,48.0,0.1051387461459403,820,143,165,5,0.23612589,-0.14988196,-0.56305516,-0.0014835065,-0.345668,-0.6869498,-0.057492353,0.7713521,0.052169234,0.83962804,0.08500995,0.020790188,-0.56573343,-1.0061958,0.034755506,-0.034385797,-0.8489464,-0.05787269,-0.24265526,-0.1067953,0.67348474,-0.038091112,-0.7895136,-0.5803266,0.19959679,0.17749204,-0.14894718,-0.13332814,-0.0072708833,-0.5723535,0.1740794,0.50793344,-0.20265569,-0.59392554,0.55942076,0.52821094,-0.508683,0.2341113,-0.023820193,0.16743873,-0.15713334,-0.4811166,-0.5902862,-0.6493022,0.84879804,-0.4783199,0.5082271,-0.2880386,-0.40642175,0.22698252,0.70586663,0.30295086,-0.6922823,0.20701471,-0.120652296,-0.16717474,-0.27782628,-0.33376893,0.008961248,-0.24432805,-0.16248626,0.12779069,0.06136133,-0.023267405,3,6,🧩 Integrative Hub,Unknown ❓,-1
ASJL,Unknown,80.0,17.38888888888889,36.0,0.0362771335117454,136,35,23,2,0.56831235,-0.010178355,-0.22672121,0.024437517,-0.6539723,-0.65289456,0.33010244,-0.14533006,-0.28668004,0.6169159,0.47825438,-0.10557744,-0.56234217,-0.8432388,-0.47764835,-0.41596797,-0.9852748,-0.36524826,-0.52197117,-0.24269296,0.4810914,0.07237685,-0.66923803,-0.5105909,0.7350644,-0.4548991,-0.6780666,-0.21719731,-0.5235673,-0.29212156,-0.15104939,0.46254385,0.11811683,-1.3406762,-0.2756354,0.24485396,-0.61521095,-0.0732815,-0.348421,0.23624872,-0.15556784,-0.29500234,-0.17377026,-0.5643027,0.6192214,-0.6018627,0.22729547,-0.138595,-0.2251781,-0.018267654,0.7534184,0.092860125,-0.5968215,0.14266837,-0.25225958,-0.24113919,-0.07429634,-0.07720062,0.098427735,-0.29108182,-0.28899142,-0.01642293,0.5781648,0.496588,3,6,🧩 Integrative Hub,Chemosensory 👃,-1
URBL,Unknown,141.0,14.07451923076923,89.0,0.1408491107286288,990,173,70,5,0.9896066,-0.09221985,-0.2776626,0.1582454,-0.18047355,-0.9729463,0.5313019,0.20421301,0.02325965,0.7330305,0.18654503,-0.08595067,-0.46178198,-0.83279735,-0.07367547,-0.65890056,-0.7040513,-0.0011663361,-0.37043628,-0.010051646,0.40069082,0.12605761,-0.19067277,-0.5417364,0.74021757,0.028671917,-0.33856294,-0.13157627,-0.42540193,-0.080480956,0.11783025,0.6457292,-0.17651726,-0.6953348,0.03596329,0.11899761,-0.3487779,0.3499624,0.04536445,0.12125599,-0.40856153,-0.009614941,-0.45875373,-0.38635027,1.0118219,-0.22502393,0.46398345,-0.15781532,-0.60865784,0.17047316,0.37610576,0.50962937,-0.76006746,-0.011781872,-0.020748515,-0.3647993,0.51750964,-0.088047035,0.36800876,-0.11863069,-0.2352072,0.25344408,-0.16927266,0.58781767,3,6,🧩 Integrative Hub,Unknown ❓,-1
BDUL,Unknown,113.0,15.252583979328165,21.0,0.1093643198906356,820,125,68,5,0.7069776,-0.1776134,-0.5250697,-0.12553725,-0.1704833,-0.51090574,0.47172728,-0.019085161,0.08477323,0.71130514,0.37991348,0.3727654,-0.3225489,-0.71006745,-0.5604228,-0.54044366,-1.1575245,-0.29715857,-0.23328972,-0.22450498,0.39965054,0.016517818,-0.66352963,-0.57110226,0.63308555,-0.28446338,-0.27748257,-0.28531,-0.5642185,-0.43818352,-0.13832642,-0.05802399,-0.48415154,-0.8132097,-0.24624382,0.39898667,-0.2556301,-0.32915938,-0.09093467,0.44236103,-0.118297674,-0.056246106,-0.5156703,-0.6863231,1.298984,-0.31281713,0.021838175,-0.33666462,-0.34668434,-0.03880671,0.81896365,0.21075332,-0.7586029,0.22387467,-0.19098265,0.28260118,-0.031521328,0.17978972,0.29439634,-0.3606901,-0.05743834,0.117042966,-0.49158186,0.0687302,3,6,🧩 Integrative Hub,Unknown ❓,-1
IL2DL,Unknown,149.0,10.817073170731708,143.0,0.0658390255304781,276,31,5,0,0.5735938,0.3290982,-0.6773561,0.27892667,-0.41458157,-0.9783951,0.013887853,0.372956,-0.22986485,0.73619926,0.15150563,0.22838587,-0.42909905,-1.0480138,-0.2274869,-0.5445433,-0.8966226,-0.21503824,0.17150968,-0.12536757,0.46829316,-0.16571794,-0.6462849,-0.660386,0.46994266,0.31326458,-0.48725772,0.20197591,-0.38737524,-0.24214,0.3275676,0.13802221,-0.6301039,-0.6611578,-0.32977057,0.19416805,-0.24447136,0.0017744044,0.13249336,0.5482487,-0.46143112,-0.039676946,-0.57941157,-0.317746,0.9858879,-0.12482409,0.2654759,-0.42054155,-0.015903875,0.3422574,0.27833235,0.6191315,-0.68065834,0.64563537,0.1568167,-0.20810269,0.34309146,-0.15160365,0.40916184,0.2708354,-0.046183378,-0.148722,-0.026342835,0.026432822,3,6,🧩 Integrative Hub,Unknown ❓,-1
PVQL,Unknown,119.0,14.922348484848484,9.0,0.0613903167156741,406,92,95,2,0.591953,-0.27461815,-0.4508079,-0.14713359,-0.37059036,-0.69857913,0.2477025,-0.0064554308,-0.12848385,0.6270463,0.56906843,0.00071208325,-0.4962199,-0.94798464,-0.57652354,-0.3746944,-0.892672,-0.2159841,-0.3138386,-0.41618055,0.36755726,-0.11304339,-0.5172008,-0.7182665,0.74156934,-0.10761966,-0.35114443,-0.017902417,-0.5205384,-0.32472426,0.32140848,0.29588827,-0.32645977,-1.347309,-0.25083843,0.309455,-0.60755277,0.22317469,-0.21104427,0.3573165,-0.16432092,-0.5193119,-0.26237768,-0.68021804,0.70614237,-0.5073173,0.115201995,-0.06329687,-0.22037713,-0.1148562,0.5333761,0.0523855,-0.63616407,0.0976595,-0.2267377,-0.07598358,-0.21794116,0.13614067,0.24439177,-0.2642364,-0.114568315,-0.12589641,0.31432137,0.3406929,3,6,🧩 Integrative Hub,Unknown ❓,-1
AWCL,Sensory,275.0,14.6992376992377,17.0,0.0658390255304781,595,151,129,5,0.38224646,0.3354048,-0.15717891,-0.2560636,-0.6116757,-0.7019567,-0.026170203,0.45983565,0.21616101,0.3027965,0.27206197,-0.23416297,-0.9243579,-0.86581904,-0.37644017,-0.2528066,-1.0292001,-0.04255433,-0.5727724,-0.30639046,0.48161468,-0.1109123,-0.16207413,-0.2607764,0.84300447,-0.13259561,-0.25180942,-0.115547255,-0.23565966,-0.57651365,-0.08847279,0.48967725,-0.16180068,-0.6903958,0.22598328,0.38606092,-0.21607327,0.49595127,0.013141554,0.4780061,-0.42387363,-0.27557358,-0.8045287,-0.78442323,0.68008935,-0.46885076,0.6760239,-0.29195678,-0.39244172,0.016084924,0.700234,0.44148996,-0.7420293,0.28019562,-0.18982586,-0.2687772,-0.2670188,0.029863954,-0.3354236,0.055988178,-0.09558108,0.12794407,0.1171818,0.04244987,3,6,🧩 Integrative Hub,Olfactory 🌬,-1
RIS,Unknown,312.0,13.604830917874397,180.0,0.1462747778537252,1378,271,189,3,0.4709547,0.08647416,-0.5116883,0.11096219,-0.1427352,-0.86594385,-0.08089884,0.29288134,0.0002309251,0.9653219,0.53995323,-0.08594999,-0.18361272,-0.85269785,-0.07062108,-0.019075854,-0.9883336,0.021545265,-0.37538096,0.13424936,0.52097553,0.027192831,-0.6706181,-0.6585204,0.70511967,-0.11844558,-0.12496849,-0.36926648,-0.0772988,-0.14980277,0.33004576,0.7367037,-0.3656653,-0.77245516,0.17824039,0.46914163,-0.13808747,-0.05119277,0.3208039,0.7771365,-0.25034648,-0.535164,-0.3545005,-0.32026854,0.87539196,-0.07544083,0.13602611,-0.3400039,-0.55773085,-0.09951056,-0.09714529,0.61525416,-0.70091283,0.103943415,-0.22034262,-0.13292858,0.23130135,-0.0038988148,0.3961019,-0.10534809,0.18309134,0.23065424,-0.08659819,0.3568598,3,6,🧩 Integrative Hub,Unknown ❓,-1
