wbgene,symbol,sequence
WBGene00009983,cut-2,cut-2
WBGene00003222,mes-4,mes-4
WBGene00000735,col-162,col-162
WBGene00009135,F25H9.2,F25H9.2
WBGene00001496,frm-10,frm-10
WBGene00009138,F25H9.6,F25H9.6
WBGene00009139,F25H9.7,F25H9.7
WBGene00011696,eea-1,eea-1
WBGene00001808,gut-2,gut-2
WBGene00000233,avr-15,avr-15
WBGene00008341,ttr-44,ttr-44
WBGene00008342,frpr-5,frpr-5
WBGene00008343,C56A3.4,C56A3.4
WBGene00008345,C56A3.6,C56A3.6
WBGene00008224,slrp-1,slrp-1
WBGene00023419,F53F4.16,F53F4.16
WBGene00009992,F53F4.10,F53F4.10
WBGene00009996,F53F4.14,F53F4.14
WBGene00010425,lpin-1,lpin-1
WBGene00010279,letm-1,letm-1
WBGene00010280,rde-12,rde-12
WBGene00011326,T01D3.1,T01D3.1
WBGene00009974,F53C11.4,F53C11.4
WBGene00009975,F53C11.5,F53C11.5
WBGene00009976,swan-2,swan-2
WBGene00009977,swan-1,swan-1
WBGene00004767,sel-10,sel-10
WBGene00077439,F55B12.10,F55B12.10
WBGene00008628,ttr-21,ttr-21
WBGene00011930,T22G5.3,T22G5.3
WBGene00007363,stdh-1,stdh-1
WBGene00011194,R10D12.13,R10D12.13
WBGene00011195,sao-1,sao-1
WBGene00010259,ric-7,ric-7
WBGene00010260,ddx-17,ddx-17
WBGene00000097,aip-1,aip-1
WBGene00011624,T08G5.3,T08G5.3
WBGene00044080,D1086.10,D1086.10
WBGene00003916,par-1,par-1
WBGene00007085,AH10.4,AH10.4
WBGene00013876,ceh-74,ceh-74
WBGene00006613,trm-1,trm-1
WBGene00013878,atfs-1,atfs-1
WBGene00010511,sre-7,sre-7
WBGene00009803,F47B8.2,F47B8.2
WBGene00009804,F47B8.3,F47B8.3
WBGene00013024,cept-2,cept-2
WBGene00013025,vha-13,vha-13
WBGene00013026,Y49A3A.3,Y49A3A.3
WBGene00010143,F56A12.2,F56A12.2
WBGene00003834,nxf-1,nxf-1
WBGene00000985,dhs-22,dhs-22
WBGene00003922,pas-1,pas-1
WBGene00009082,dlat-1,dlat-1
WBGene00006465,fntb-1,fntb-1
WBGene00008592,F08H9.4,F08H9.4
WBGene00010980,R02D5.7,R02D5.7
WBGene00010976,R02D5.1,R02D5.1
WBGene00050937,R02D5.8,R02D5.8
WBGene00194707,C53A5.17,C53A5.17
WBGene00008263,C53A5.2,C53A5.2
WBGene00008262,ril-1,ril-1
WBGene00001834,hda-1,hda-1
WBGene00008266,C53A5.6,C53A5.6
WBGene00008270,C53A5.13,C53A5.13
WBGene00003982,pes-9,pes-9
WBGene00011250,R11H6.2,R11H6.2
WBGene00011253,R11H6.5,R11H6.5
WBGene00009650,ccnk-1,ccnk-1
WBGene00004337,rfc-1,rfc-1
WBGene00004060,pmp-3,pmp-3
WBGene00000915,hsp-90,hsp-90
WBGene00044180,C47E8.11,C47E8.11
WBGene00004336,ret-1,ret-1
WBGene00220235,ZC412.15,ZC412.15
WBGene00044176,C30G7.2,C30G7.2
WBGene00008522,nlp-59,nlp-59
WBGene00011319,T01C3.2,T01C3.2
WBGene00004485,rps-16,rps-16
WBGene00011323,mut-15,mut-15
WBGene00008832,obr-2,obr-2
WBGene00004308,rap-2,rap-2
WBGene00007718,otub-1,otub-1
WBGene00001021,dnj-3,dnj-3
WBGene00006808,unc-76,unc-76
WBGene00007237,C01G10.10,C01G10.10
WBGene00007235,ahsa-1,ahsa-1
WBGene00010685,aipl-1,aipl-1
WBGene00010687,K08F9.4,K08F9.4
WBGene00014836,T09F5.12,T09F5.12
WBGene00014837,T09F5.13,T09F5.13
WBGene00000883,cyn-7,cyn-7
WBGene00013569,bath-36,bath-36
WBGene00000879,cyn-3,cyn-3
WBGene00010803,M01B2.10,M01B2.10
WBGene00004452,rpl-38,rpl-38
WBGene00008997,lgc-31,lgc-31
WBGene00008992,F21A3.2,F21A3.2
WBGene00008994,F21A3.4,F21A3.4
WBGene00003079,lsm-5,lsm-5
WBGene00009223,mdt-28,mdt-28
WBGene00044188,F28F8.9,F28F8.9
WBGene00009978,F53E4.1,F53E4.1
WBGene00012398,Y6E2A.4,Y6E2A.4
WBGene00012399,Y6E2A.5,Y6E2A.5
WBGene00012056,nhr-285,nhr-285
WBGene00005515,sri-3,sri-3
WBGene00005514,sri-2,sri-2
WBGene00011687,cwc-15,cwc-15
WBGene00006280,str-254,str-254
WBGene00012348,pptr-1,pptr-1
WBGene00012347,W08G11.3,W08G11.3
WBGene00006375,syp-1,syp-1
WBGene00012522,Y32B12B.2,Y32B12B.2
WBGene00012019,dkf-2,dkf-2
WBGene00013606,cand-1,cand-1
WBGene00001161,efl-1,efl-1
WBGene00005581,sri-69,sri-69
WBGene00220239,ZK218.23,ZK218.23
WBGene00014622,sls-1.10,sls-1.10
WBGene00077486,sls-1.9,sls-1.9
WBGene00011841,scl-25,scl-25
WBGene00195233,F31E9.11,F31E9.11
WBGene00005376,srh-160,srh-160
WBGene00195060,linc-14,linc-14
WBGene00008127,ddo-1,ddo-1
WBGene00008128,srab-12,srab-12
WBGene00013340,tcc-1,tcc-1
WBGene00000813,csn-1,csn-1
WBGene00008441,usp-50,usp-50
WBGene00001080,dpy-21,dpy-21
WBGene00013356,Y59A8B.24,Y59A8B.24
WBGene00013355,gck-3,gck-3
WBGene00013354,snx-6,snx-6
WBGene00013343,prp-6,prp-6
WBGene00013344,ebp-1,ebp-1
WBGene00013345,Y59A8B.8,Y59A8B.8
WBGene00013347,nova-1,nova-1
WBGene00013350,slr-2,slr-2
WBGene00003919,par-4,par-4
WBGene00012562,Y37H2A.1,Y37H2A.1
WBGene00004830,slo-1,slo-1
WBGene00013079,ttr-26,ttr-26
WBGene00013081,Y51A2D.14,Y51A2D.14
WBGene00013489,col-42,col-42
WBGene00006714,ubc-19,ubc-19
WBGene00013482,Y69H2.7,Y69H2.7
WBGene00012456,Y17D7C.2,Y17D7C.2
WBGene00045366,Y17D7C.3,Y17D7C.3
WBGene00219343,Y17D7C.9,Y17D7C.9
WBGene00219617,linc-25,linc-25
WBGene00008310,C54E10.6,C54E10.6
WBGene00008307,ncs-5,ncs-5
WBGene00006945,wars-1,wars-1
WBGene00001258,emb-4,emb-4
WBGene00012701,Y39B6A.43,Y39B6A.43
WBGene00012696,reps-1,reps-1
WBGene00012694,gtf-2F2,gtf-2F2
WBGene00006567,tgt-2,tgt-2
WBGene00012693,Y39B6A.34,Y39B6A.34
WBGene00012674,bed-1,bed-1
WBGene00012669,Y39B6A.7,Y39B6A.7
WBGene00012666,Y39B6A.3,Y39B6A.3
WBGene00012665,pph-5,pph-5
WBGene00012811,Y43F8A.5,Y43F8A.5
WBGene00012813,Y43F8B.2,Y43F8B.2
WBGene00007176,kcnl-1,kcnl-1
WBGene00012825,Y43F8C.3,Y43F8C.3
WBGene00012828,Y43F8C.6,Y43F8C.6
WBGene00012829,Y43F8C.7,Y43F8C.7
WBGene00012833,Y43F8C.11,Y43F8C.11
WBGene00001629,gly-4,gly-4
WBGene00013361,fars-2,fars-2
WBGene00013365,Y60A3A.19,Y60A3A.19
WBGene00000987,dhs-24,dhs-24
WBGene00013360,tmed-4,tmed-4
WBGene00013359,Y60A3A.8,Y60A3A.8
WBGene00013358,abhd-3.1,abhd-3.1
WBGene00006786,unc-51,unc-51
WBGene00001485,fre-1,fre-1
WBGene00000940,dcs-1,dcs-1
WBGene00004754,sec-23,sec-23
WBGene00013750,Y113G7A.13,Y113G7A.13
WBGene00013761,Y113G7B.11,Y113G7B.11
WBGene00013768,sld-5,sld-5
WBGene00004203,swsn-1,swsn-1
WBGene00007017,mdt-17,mdt-17
WBGene00013766,prmt-1,prmt-1
WBGene00010507,K02E2.6,K02E2.6
WBGene00185118,K02E2.11,K02E2.11
WBGene00010006,F53H2.3,F53H2.3
WBGene00001406,fce-2,fce-2
WBGene00050927,B0250.12,B0250.12
WBGene00007119,calf-1,calf-1
WBGene00004413,rpl-2,rpl-2
WBGene00012620,Y38H6C.7,Y38H6C.7
WBGene00012624,fbxa-150,fbxa-150
WBGene00012629,slc-36.3,slc-36.3
WBGene00009168,F26F2.3,F26F2.3
WBGene00009169,F26F2.4,F26F2.4
WBGene00009170,F26F2.5,F26F2.5
WBGene00009172,F26F2.7,F26F2.7
WBGene00010001,F53F8.4,F53F8.4
WBGene00077786,F53F8.7,F53F8.7
WBGene00012850,Y44A6C.1,Y44A6C.1
WBGene00001851,hif-1,hif-1
WBGene00012853,Y44A6D.2,Y44A6D.2
WBGene00001723,grl-14,grl-14
WBGene00011392,sbt-1,sbt-1
WBGene00003830,num-1,num-1
WBGene00009290,F31D4.2,F31D4.2
WBGene00001431,fkb-6,fkb-6
WBGene00009294,F31D4.9,F31D4.9
WBGene00009293,F31D4.8,F31D4.8
WBGene00006812,unc-80,unc-80
WBGene00009106,acs-12,acs-12
WBGene00015285,gmeb-1,gmeb-1
WBGene00017745,F23F1.4,F23F1.4
WBGene00017744,fbxc-54,fbxc-54
WBGene00017750,F23F1.10,F23F1.10
WBGene00004504,rpt-4,rpt-4
WBGene00017742,nfyc-1,nfyc-1
WBGene00017749,rpoa-49,rpoa-49
WBGene00016021,C23H3.5,C23H3.5
WBGene00016020,sptl-1,sptl-1
WBGene00016019,ascc-1,ascc-1
WBGene00001193,egl-26,egl-26
WBGene00016812,C50D2.9,C50D2.9
WBGene00016810,C50D2.7,C50D2.7
WBGene00016808,C50D2.5,C50D2.5
WBGene00016805,C50D2.1,C50D2.1
WBGene00020798,T25D3.4,T25D3.4
WBGene00020796,mrpl-28,mrpl-28
WBGene00018586,ubxn-3,ubxn-3
WBGene00021545,Y43H11AL.1,Y43H11AL.1
WBGene00004166,pqn-85,pqn-85
WBGene00015186,misc-1,misc-1
WBGene00015184,djr-1.1,djr-1.1
WBGene00019279,K01A2.4,K01A2.4
WBGene00019284,K01A2.10,K01A2.10
WBGene00000778,cpn-2,cpn-2
WBGene00017037,D1069.3,D1069.3
WBGene00017038,dmsr-4,dmsr-4
WBGene00015404,nstp-4,nstp-4
WBGene00015403,clec-10,clec-10
WBGene00016073,C24H12.4,C24H12.4
WBGene00185079,W10D9.6,W10D9.6
WBGene00021131,W10D9.3,W10D9.3
WBGene00021132,nfyb-1,nfyb-1
WBGene00021133,tomm-22,tomm-22
WBGene00004188,prp-21,prp-21
WBGene00021097,cdc-37,cdc-37
WBGene00021093,W08F4.3,W08F4.3
WBGene00268208,W08F4.21,W08F4.21
WBGene00003599,nhl-3,nhl-3
WBGene00020181,T02H6.11,T02H6.11
WBGene00020172,thoc-1,thoc-1
WBGene00021456,rfip-2,rfip-2
WBGene00004926,snt-6,snt-6
WBGene00044418,C08G5.7,C08G5.7
WBGene00017874,acdh-9,acdh-9
WBGene00000106,alg-2,alg-2
WBGene00020475,sut-1,sut-1
WBGene00021103,eri-3,eri-3
WBGene00006387,taf-6.1,taf-6.1
WBGene00018572,lin-42,lin-42
WBGene00021973,emc-2,emc-2
WBGene00000112,alh-6,alh-6
WBGene00006924,vig-1,vig-1
WBGene00002176,jip-1,jip-1
WBGene00015729,C13A10.2,C13A10.2
WBGene00018819,rog-1,rog-1
WBGene00021783,alkb-1,alkb-1
WBGene00019209,emc-1,emc-1
WBGene00019207,fgt-1,fgt-1
WBGene00044645,Y51H7BR.8,Y51H7BR.8
WBGene00022554,duxl-1,duxl-1
WBGene00015611,C08F1.8,C08F1.8
WBGene00017210,F07E5.5,F07E5.5
WBGene00016342,C33C12.10,C33C12.10
WBGene00021986,Y59C2A.3,Y59C2A.3
WBGene00018784,F54A3.5,F54A3.5
WBGene00018781,F54A3.2,F54A3.2
WBGene00018383,F43C11.6,F43C11.6
WBGene00006647,tsr-1,tsr-1
WBGene00018769,mnat-1,mnat-1
WBGene00018766,F53G2.1,F53G2.1
WBGene00219707,linc-8,linc-8
WBGene00017280,usp-39,usp-39
WBGene00017708,F22E5.9,F22E5.9
WBGene00017711,F22E5.13,F22E5.13
WBGene00020227,T05A8.1,T05A8.1
WBGene00020229,T05A8.3,T05A8.3
WBGene00020230,nep-2,nep-2
WBGene00017914,F29A7.4,F29A7.4
WBGene00017245,srpa-72,srpa-72
WBGene00022447,pigw-1,pigw-1
WBGene00022448,pinn-1,pinn-1
WBGene00005020,sqv-2,sqv-2
WBGene00022450,ubc-26,ubc-26
WBGene00006710,ubc-15,ubc-15
WBGene00022453,ncap-1,ncap-1
WBGene00022452,Y110A2AR.1,Y110A2AR.1
WBGene00016574,lido-11,lido-11
WBGene00015200,lido-13,lido-13
WBGene00021294,Y25C1A.7,Y25C1A.7
WBGene00021295,Y25C1A.8,Y25C1A.8
WBGene00021292,copb-1,copb-1
WBGene00021296,Y25C1A.13,Y25C1A.13
WBGene00020408,T10D4.6,T10D4.6
WBGene00005568,sri-56,sri-56
WBGene00005560,sri-48,sri-48
WBGene00022569,ZC239.6,ZC239.6
WBGene00015913,C17F4.7,C17F4.7
WBGene00015910,C17F4.2,C17F4.2
WBGene00017180,F02E11.2,F02E11.2
WBGene00023036,F39E9.10,F39E9.10
WBGene00271716,F39E9.28,F39E9.28
WBGene00018199,F39E9.7,F39E9.7
WBGene00219758,linc-11,linc-11
WBGene00004896,smu-2,smu-2
WBGene00271830,W09G10.9,W09G10.9
WBGene00021116,ncs-6,ncs-6
WBGene00000162,apd-3,apd-3
WBGene00194713,F19B10.13,F19B10.13
WBGene00017583,F19B10.1,F19B10.1
WBGene00016710,fbxc-52,fbxc-52
WBGene00018804,lido-15,lido-15
WBGene00018807,fbxa-146,fbxa-146
WBGene00018803,fbxa-24,fbxa-24
WBGene00018750,F53C3.6,F53C3.6
WBGene00018748,F53C3.4,F53C3.4
WBGene00018747,F53C3.3,F53C3.3
WBGene00018756,plpp-1.1,plpp-1.1
WBGene00021192,Y14H12B.2,Y14H12B.2
WBGene00004751,sea-2,sea-2
WBGene00206374,K10G6.9,K10G6.9
WBGene00019640,dos-2,dos-2
WBGene00003017,lin-31,lin-31
WBGene00019485,K07D4.5,K07D4.5
WBGene00019488,K07D4.9,K07D4.9
WBGene00004135,pqn-48,pqn-48
WBGene00004467,rpn-11,rpn-11
WBGene00015815,C16A11.2,C16A11.2
WBGene00015299,C01F1.4,C01F1.4
WBGene00015300,C01F1.5,C01F1.5
WBGene00015296,gtf-2F1,gtf-2F1
WBGene00003390,mog-2,mog-2
WBGene00019217,athp-2,athp-2
WBGene00044310,H20J04.9,H20J04.9
WBGene00003825,ntl-2,ntl-2
WBGene00015115,B0286.1,B0286.1
WBGene00007036,sod-5,sod-5
WBGene00044063,bpnt-1,bpnt-1
WBGene00022739,toe-1,toe-1
WBGene00006657,twk-2,twk-2
WBGene00021057,W06B4.2,W06B4.2
WBGene00020251,camt-1,camt-1
WBGene00015135,cyp-23A1,cyp-23A1
WBGene00018046,coa-3,coa-3
WBGene00001976,hmg-11,hmg-11
WBGene00017369,F10G7.5,F10G7.5
WBGene00004461,rpn-5,rpn-5
WBGene00006817,unc-85,unc-85
WBGene00017372,F10G7.9,F10G7.9
WBGene00006626,tsn-1,tsn-1
WBGene00017373,F10G7.10,F10G7.10
WBGene00018269,acs-11,acs-11
WBGene00017837,F26G1.1,F26G1.1
WBGene00050941,C33F10.14,C33F10.14
WBGene00000606,col-17,col-17
WBGene00000609,col-20,col-20
WBGene00019892,R05F9.9,R05F9.9
WBGene00019893,sgt-1,sgt-1
WBGene00022762,ZK546.5,ZK546.5
WBGene00022766,cblc-1,cblc-1
WBGene00007012,mdt-4,mdt-4
WBGene00044937,ZK546.18,ZK546.18
WBGene00022759,ZK546.2,ZK546.2
WBGene00006997,zyg-12,zyg-12
WBGene00003580,ndx-3,ndx-3
WBGene00003949,pbs-3,pbs-3
WBGene00006737,ulp-2,ulp-2
WBGene00020868,eif-1,eif-1
WBGene00194986,pigb-1,pigb-1
WBGene00020866,vps-24,vps-24
WBGene00004382,rnh-1.0,rnh-1.0
WBGene00003822,nsy-1,nsy-1
WBGene00018017,golg-2,golg-2
WBGene00018018,F33G12.6,F33G12.6
WBGene00002068,ify-1,ify-1
WBGene00004434,rpl-22,rpl-22
WBGene00016151,smc-5,smc-5
WBGene00015454,C04G6.4,C04G6.4
WBGene00004040,pld-1,pld-1
WBGene00044389,C27D6.12,C27D6.12
WBGene00016162,crh-2,crh-2
WBGene00016415,ampd-1,ampd-1
WBGene00001101,dsh-1,dsh-1
WBGene00017147,EGAP2.1,EGAP2.1
WBGene00016911,drn-1,drn-1
WBGene00001538,gcy-12,gcy-12
WBGene00006923,vhp-1,vhp-1
WBGene00017288,F09E5.10,F09E5.10
WBGene00017286,F09E5.8,F09E5.8
WBGene00017285,F09E5.7,F09E5.7
WBGene00017289,F09E5.11,F09E5.11
WBGene00017293,bmy-1,bmy-1
WBGene00017284,sec-6,sec-6
WBGene00000094,agt-2,agt-2
WBGene00017283,F09E5.3,F09E5.3
WBGene00006434,prdx-2,prdx-2
WBGene00004701,rsp-4,rsp-4
WBGene00003583,ndx-6,ndx-6
WBGene00017144,brap-2,brap-2
WBGene00003393,mog-5,mog-5
WBGene00017135,EEED8.4,EEED8.4
WBGene00017220,F07F6.8,F07F6.8
WBGene00017217,F07F6.4,F07F6.4
WBGene00017216,F07F6.2,F07F6.2
WBGene00017394,cal-8,cal-8
WBGene00017397,F12A10.8,F12A10.8
WBGene00015915,C17G10.1,C17G10.1
WBGene00000970,dhs-6,dhs-6
WBGene00019121,npl-4.2,npl-4.2
WBGene00019120,npl-4.1,npl-4.1
WBGene00235269,F59E12.15,F59E12.15
WBGene00019124,F59E12.9,F59E12.9
WBGene00019126,sam-4,sam-4
WBGene00006988,zyg-1,zyg-1
WBGene00019118,F59E12.1,F59E12.1
WBGene00006402,fut-3,fut-3
WBGene00016121,ift-43,ift-43
WBGene00016115,mdt-26,mdt-26
WBGene00044392,C25H3.16,C25H3.16
WBGene00016116,C25H3.7,C25H3.7
WBGene00194642,C25H3.17,C25H3.17
WBGene00016118,C25H3.9,C25H3.9
WBGene00016113,eif-2D,eif-2D
WBGene00016112,C25H3.3,C25H3.3
WBGene00016123,C25H3.14,C25H3.14
WBGene00015942,osta-2,osta-2
WBGene00015943,tiar-1,tiar-1
WBGene00015940,zipt-3,zipt-3
WBGene00004267,rab-3,rab-3
WBGene00196521,C18A3.16,C18A3.16
WBGene00198236,C18A3.20,C18A3.20
WBGene00219675,linc-44,linc-44
WBGene00019408,K05F1.6,K05F1.6
WBGene00001224,ehs-1,ehs-1
WBGene00001509,fzo-1,fzo-1
WBGene00004833,sls-2.1,sls-2.1
WBGene00019128,F59G1.4,F59G1.4
WBGene00006644,tsp-18,tsp-18
WBGene00019129,F59G1.8,F59G1.8
WBGene00006933,vps-35,vps-35
WBGene00001486,frh-1,frh-1
WBGene00017895,vrk-1,vrk-1
WBGene00015003,B0034.2,B0034.2
WBGene00000403,casy-1,casy-1
WBGene00015002,B0034.1,B0034.1
WBGene00020025,R12C12.5,R12C12.5
WBGene00020026,R12C12.6,R12C12.6
WBGene00004306,ran-5,ran-5
WBGene00020027,R12C12.7,R12C12.7
WBGene00017686,tpp-2,tpp-2
WBGene00016237,C29H12.6,C29H12.6
WBGene00004680,rars-2,rars-2
WBGene00019018,abts-3,abts-3
WBGene00002030,hst-3.1,hst-3.1
WBGene00018251,F40H3.3,F40H3.3
WBGene00018249,F40H3.1,F40H3.1
WBGene00016245,rbmx-2,rbmx-2
WBGene00016244,C30B5.2,C30B5.2
WBGene00016246,daf-37,daf-37
WBGene00020782,T24H7.3,T24H7.3
WBGene00219306,linc-4,linc-4
WBGene00016311,efr-3,efr-3
WBGene00016313,set-4,set-4
WBGene00016316,C32D5.8,C32D5.8
WBGene00002980,lgg-1,lgg-1
WBGene00016317,C32D5.10,C32D5.10
WBGene00016318,C32D5.11,C32D5.11
WBGene00019607,K10B2.4,K10B2.4
WBGene00003009,lin-23,lin-23
WBGene00019061,F58F12.1,F58F12.1
WBGene00019428,dgk-5,dgk-5
WBGene00004916,snr-3,snr-3
WBGene00004702,rsp-5,rsp-5
WBGene00020894,T28D9.1,T28D9.1
WBGene00007050,utp-20,utp-20
WBGene00016964,C56C10.7,C56C10.7
WBGene00002045,icd-1,icd-1
WBGene00016961,vps-32.1,vps-32.1
WBGene00016966,aipr-1,aipr-1
WBGene00001026,dnj-8,dnj-8
WBGene00020581,T19D12.6,T19D12.6
WBGene00016002,gyf-1,gyf-1
WBGene00004507,rpy-1,rpy-1
WBGene00020501,T14B4.5,T14B4.5
WBGene00018302,F41G3.6,F41G3.6
WBGene00020481,T13C2.6,T13C2.6
WBGene00004921,snt-1,snt-1
WBGene00001194,egl-27,egl-27
WBGene00001023,dnj-5,dnj-5
WBGene00016632,C44B7.12,C44B7.12
WBGene00016624,hrpl-1,hrpl-1
WBGene00000886,cyn-10,cyn-10
WBGene00219680,linc-35,linc-35
WBGene00017699,flcn-1,flcn-1
WBGene00017701,F22D3.5,F22D3.5
WBGene00017702,malt-1,malt-1
WBGene00000459,ceh-38,ceh-38
WBGene00006605,tra-2,tra-2
WBGene00015796,C15F1.5,C15F1.5
WBGene00000198,art-1,art-1
WBGene00004930,sod-1,sod-1
WBGene00219664,linc-73,linc-73
WBGene00006831,unc-104,unc-104
WBGene00022853,ZK1127.6,ZK1127.6
WBGene00022855,tcer-1,tcer-1
WBGene00022852,ZK1127.5,ZK1127.5
WBGene00195239,ZK1127.13,ZK1127.13
WBGene00022851,ZK1127.4,ZK1127.4
WBGene00022850,ZK1127.3,ZK1127.3
WBGene00022856,cth-2,cth-2
WBGene00017349,farl-11,farl-11
WBGene00004447,rpl-33,rpl-33
WBGene00017350,F10E7.9,F10E7.9
WBGene00017348,F10E7.6,F10E7.6
WBGene00017344,F10E7.2,F10E7.2
WBGene00020320,T07F8.4,T07F8.4
WBGene00020319,npr-31,npr-31
WBGene00016173,fust-1,fust-1
WBGene00000613,col-36,col-36
WBGene00001594,glc-4,glc-4
WBGene00003966,pdl-1,pdl-1
WBGene00017125,acdh-12,acdh-12
WBGene00045095,mrpr-1,mrpr-1
WBGene00003078,lsm-4,lsm-4
WBGene00017967,ada-2,ada-2
WBGene00000839,cul-4,cul-4
WBGene00000271,brf-1,brf-1
WBGene00018475,mrpl-14,mrpl-14
WBGene00018474,cnep-1,cnep-1
WBGene00017663,F21D12.3,F21D12.3
WBGene00003620,nhr-21,nhr-21
WBGene00002008,hsp-4,hsp-4
WBGene00018393,msra-1,msra-1
WBGene00018391,rpb-4,rpb-4
WBGene00018395,mtch-1,mtch-1
WBGene00015569,C07D10.5,C07D10.5
WBGene00015567,bath-44,bath-44
WBGene00017023,D1022.4,D1022.4
WBGene00005641,sro-1,sro-1
WBGene00000101,aka-1,aka-1
WBGene00006703,ubc-6,ubc-6
WBGene00000280,cah-2,cah-2
WBGene00044300,D1022.9,D1022.9
WBGene00019998,R10H1.1,R10H1.1
WBGene00023416,spi-1,spi-1
WBGene00016184,glb-9,glb-9
WBGene00003592,nfi-1,nfi-1
WBGene00006363,syd-1,syd-1
WBGene00201549,F35D2.16,F35D2.16
WBGene00019940,npp-21,npp-21
WBGene00000390,cdc-42,cdc-42
WBGene00019944,R07G3.8,R07G3.8
WBGene00020114,pde-4,pde-4
WBGene00017548,F18A1.7,F18A1.7
WBGene00017546,rpa-1,rpa-1
WBGene00003045,lir-2,lir-2
WBGene00003044,lir-1,lir-1
WBGene00015204,B0495.5,B0495.5
WBGene00015205,moa-2,moa-2
WBGene00015203,cdk-11.1,cdk-11.1
WBGene00015206,B0495.7,B0495.7
WBGene00015207,B0495.8,B0495.8
WBGene00015208,B0495.9,B0495.9
WBGene00007044,cpna-5,cpna-5
WBGene00015063,B0228.6,B0228.6
WBGene00015064,B0228.7,B0228.7
WBGene00015517,C06A8.8,C06A8.8
WBGene00015512,mthf-1,mthf-1
WBGene00015513,snpc-1.1,snpc-1.1
WBGene00002216,klp-3,klp-3
WBGene00011633,T09A5.4,T09A5.4
WBGene00007014,mdt-10,mdt-10
WBGene00011635,mdmh-35,mdmh-35
WBGene00011636,cec-3,cec-3
WBGene00011637,sds-22,sds-22
WBGene00002994,lin-5,lin-5
WBGene00011639,ztf-17,ztf-17
WBGene00011349,T01H3.3,T01H3.3
WBGene00006913,vha-4,vha-4
WBGene00004208,ptc-1,ptc-1
WBGene00014066,rev-1,rev-1
WBGene00014051,spv-1,spv-1
WBGene00008438,DH11.5,DH11.5
WBGene00006996,zyg-11,zyg-11
WBGene00007433,swsn-7,swsn-7
WBGene00199112,C08B11.11,C08B11.11
WBGene00004723,sap-49,sap-49
WBGene00000151,apn-1,apn-1
WBGene00006734,ufd-2,ufd-2
WBGene00011510,pdha-1,pdha-1
WBGene00010502,K02C4.3,K02C4.3
WBGene00006739,ulp-4,ulp-4
WBGene00008053,cdc-48.2,cdc-48.2
WBGene00008642,ints-11,ints-11
WBGene00004421,rpl-10,rpl-10
WBGene00008639,F10B5.2,F10B5.2
WBGene00001281,emb-27,emb-27
WBGene00004510,rrf-3,rrf-3
WBGene00003241,mig-5,mig-5
WBGene00000377,cct-1,cct-1
WBGene00010913,M110.3,M110.3
WBGene00000894,dab-1,dab-1
WBGene00010458,mrpl-10,mrpl-10
WBGene00000379,cct-4,cct-4
WBGene00008819,shw-1,shw-1
WBGene00004304,ran-3,ran-3
WBGene00007744,C26D10.3,C26D10.3
WBGene00001840,hel-1,hel-1
WBGene00007745,C26D10.4,C26D10.4
WBGene00000653,col-77,col-77
WBGene00008800,F14E5.2,F14E5.2
WBGene00001230,eif-3.G,eif-3.G
WBGene00001358,evl-20,evl-20
WBGene00009045,F22B5.10,F22B5.10
WBGene00010875,M05D6.2,M05D6.2
WBGene00010874,M05D6.1,M05D6.1
WBGene00010877,lact-4,lact-4
WBGene00010878,M05D6.5,M05D6.5
WBGene00010879,taap-1,taap-1
WBGene00001523,gbh-2,gbh-2
WBGene00011761,T13H5.8,T13H5.8
WBGene00011758,T13H5.4,T13H5.4
WBGene00002065,iff-2,iff-2
WBGene00000615,col-38,col-38
WBGene00004416,rpl-5,rpl-5
WBGene00010043,F54C9.7,F54C9.7
WBGene00000187,arl-1,arl-1
WBGene00010045,F54C9.11,F54C9.11
WBGene00000773,cpf-1,cpf-1
WBGene00004440,rpl-26,rpl-26
WBGene00006307,suf-1,suf-1
WBGene00009207,F28C6.8,F28C6.8
WBGene00011924,T22C8.3,T22C8.3
WBGene00004259,pyr-1,pyr-1
WBGene00008431,piga-1,piga-1
WBGene00008429,etc-1,etc-1
WBGene00007917,C34C6.4,C34C6.4
WBGene00007918,sphk-1,sphk-1
WBGene00004279,rab-21,rab-21
WBGene00206502,T01B7.13,T01B7.13
WBGene00011312,trcs-2,trcs-2
WBGene00004397,rol-6,rol-6
WBGene00010681,mak-1,mak-1
WBGene00002295,let-19,let-19
WBGene00014307,F07H5.3,F07H5.3
WBGene00014308,F07H5.4,F07H5.4
WBGene00014309,F07H5.5,F07H5.5
WBGene00008563,F07H5.13,F07H5.13
WBGene00008558,F07H5.7,F07H5.7
WBGene00008559,F07H5.8,F07H5.8
WBGene00009783,rer-1,rer-1
WBGene00009779,F46C5.2,F46C5.2
WBGene00004355,rha-1,rha-1
WBGene00045407,T07D4.5,T07D4.5
WBGene00011580,ddx-19,ddx-19
WBGene00002251,lat-1,lat-1
WBGene00007180,B0457.6,B0457.6
WBGene00000378,cct-2,cct-2
WBGene00011883,mrpl-50,mrpl-50
WBGene00011884,enol-1,enol-1
WBGene00011887,set-17,set-17
WBGene00000286,cal-2,cal-2
WBGene00007684,C18E9.4,C18E9.4
WBGene00007683,C18E9.2,C18E9.2
WBGene00007686,tomm-40,tomm-40
WBGene00003870,ooc-5,ooc-5
WBGene00009712,F44G4.2,F44G4.2
