from_neuron,to_neuron,from_pos,to_pos,from_type,to_type,mean_gap_weight,mean_chem_weight,uncertainty,data_sources
ADER,AVKR,"(-0.58, 83.23, -11.47)","(-5.64, 75.68, -3.17)",sensory,inter,2.0,1.4,0.7200000000000001,"['chklovskii', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADER,BDUR,"(-0.58, 83.23, -11.47)","(11.51, 185.33, 7.87)",sensory,inter,,1.0,,['white1986_jsh']
ADER,CEPDR,"(-0.58, 83.23, -11.47)","(12.9, 50.28, -7.07)",sensory,sensory,,1.5714285714285714,,"['cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,CEPVR,"(-0.58, 83.23, -11.47)","(1.01, 40.68, -4.42)",sensory,sensory,,1.3333333333333333,,"['cook2019', 'funconn', 'witvliet2020_7', 'witvliet2020_8']"
ADER,DVA,"(-0.58, 83.23, -11.47)","(10.96, 770.84, -1.61)",sensory,inter,,1.0,,['witvliet2020_7']
ADER,DVC,"(-0.58, 83.23, -11.47)","(11.85, 772.86, 1.55)",sensory,inter,,2.0,,['witvliet2020_7']
ADER,FLPL,"(-0.58, 83.23, -11.47)","(0.02, 81.11, 10.58)",sensory,sensory,,1.0,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,FLPR,"(-0.58, 83.23, -11.47)","(0.23, 74.92, -11.36)",sensory,sensory,4.0,1.6,1.08,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADER,IL1R,"(-0.58, 83.23, -11.47)","(5.64, 30.97, -6.96)",sensory,sensory,,2.6666666666666665,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
ADER,IL2R,"(-0.58, 83.23, -11.47)","(6.61, 30.16, -8.8)",sensory,sensory,,2.0,,"['cook2019', 'funconn', 'witvliet2020_7', 'witvliet2020_8']"
ADER,OLLR,"(-0.58, 83.23, -11.47)","(8.59, 32.56, -7.21)",sensory,sensory,,2.142857142857143,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,PVM,"(-0.58, 83.23, -11.47)","(9.96, 556.1, -7.73)",sensory,sensory,1.0,,,['cook2019']
ADER,PVNR,"(-0.58, 83.23, -11.47)","(9.67, 800.0, -2.87)",sensory,inter,,1.0,,['witvliet2020_7']
ADER,PVPL,"(-0.58, 83.23, -11.47)","(-3.27, 731.85, 1.07)",sensory,inter,,1.0,,['witvliet2020_7']
ADER,PVQR,"(-0.58, 83.23, -11.47)","(6.11, 767.28, -5.59)",sensory,inter,2.0,,,['cook2019']
ADER,PVR,"(-0.58, 83.23, -11.47)","(8.07, 786.71, -3.88)",sensory,inter,,1.1666666666666667,,"['chklovskii', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADER,PVT,"(-0.58, 83.23, -11.47)","(-2.9, 731.25, -1.85)",sensory,inter,,1.0,,['witvliet2020_8']
ADER,RIAR,"(-0.58, 83.23, -11.47)","(9.13, 51.66, -7.32)",sensory,inter,,1.0,,"['cook2019', 'funconn']"
ADER,RIFR,"(-0.58, 83.23, -11.47)","(-9.05, 106.41, -1.71)",sensory,inter,,1.0,,['white1986_jsh']
ADER,RIGL,"(-0.58, 83.23, -11.47)","(-8.73, 114.67, 1.71)",sensory,inter,,7.875,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,RIGR,"(-0.58, 83.23, -11.47)","(-8.93, 117.71, 0.23)",sensory,inter,,5.375,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,RIH,"(-0.58, 83.23, -11.47)","(-0.69, 47.05, -0.08)",sensory,inter,,1.2,,"['chklovskii', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
ADER,RIML,"(-0.58, 83.23, -11.47)","(-0.63, 63.59, 4.45)",sensory,motor,1.0,,,['witvliet2020_7']
ADER,RIVL,"(-0.58, 83.23, -11.47)","(11.92, 64.03, 4.43)",sensory,inter,,3.0,,"['funconn', 'witvliet2020_7']"
ADER,RIVR,"(-0.58, 83.23, -11.47)","(11.31, 64.38, -7.21)",sensory,inter,,2.0,,"['funconn', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
ADER,RMDDL,"(-0.58, 83.23, -11.47)","(0.2, 55.78, 3.91)",sensory,motor,,1.0,,"['funconn', 'white1986_jsh']"
ADER,RMDL,"(-0.58, 83.23, -11.47)","(3.32, 50.76, 8.18)",sensory,motor,,1.0,,"['cook2019', 'funconn', 'witvliet2020_7', 'witvliet2020_8']"
ADER,RMDR,"(-0.58, 83.23, -11.47)","(1.87, 52.31, -7.88)",sensory,motor,,2.375,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADER,RMFL,"(-0.58, 83.23, -11.47)","(-3.06, 58.12, 1.77)",sensory,motor,,2.5,,"['witvliet2020_7', 'witvliet2020_8']"
ADER,RMFR,"(-0.58, 83.23, -11.47)","(-2.4, 57.51, 0.07)",sensory,motor,,2.0,,"['funconn', 'witvliet2020_7']"
ADER,RMGR,"(-0.58, 83.23, -11.47)","(-1.47, 96.44, -10.33)",sensory,inter,,3.0,,"['cook2019', 'witvliet2020_7']"
ADER,RMHL,"(-0.58, 83.23, -11.47)","(-0.78, 58.16, 3.15)",sensory,motor,,2.0,,"['white1986_jsh', 'witvliet2020_7']"
ADER,SAADL,"(-0.58, 83.23, -11.47)","(-0.9, 53.44, 1.45)",sensory,inter,,1.0,,"['funconn', 'witvliet2020_7', 'witvliet2020_8']"
ADER,SAAVL,"(-0.58, 83.23, -11.47)","(9.73, 49.05, 6.88)",sensory,inter,,1.0,,['witvliet2020_8']
ADER,SAAVR,"(-0.58, 83.23, -11.47)","(8.24, 49.34, -8.03)",sensory,inter,,1.0,,"['funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADER,SDQR,"(-0.58, 83.23, -11.47)","(20.0, 241.27, 9.89)",sensory,inter,,1.0,,['white1986_jsh']
ADER,SIADL,"(-0.58, 83.23, -11.47)","(-1.65, 55.68, 2.21)",sensory,motor,,1.0,,['witvliet2020_8']
ADER,SIAVR,"(-0.58, 83.23, -11.47)","(-4.92, 69.64, -2.1)",sensory,motor,,1.0,,['white1986_jsh']
ADER,SMBVR,"(-0.58, 83.23, -11.47)","(-4.46, 67.29, -1.61)",sensory,motor,,1.0,,"['witvliet2020_7', 'witvliet2020_8']"
ADER,SMDVR,"(-0.58, 83.23, -11.47)","(9.15, 51.03, -9.28)",sensory,motor,,1.0,,"['cook2019', 'funconn']"
ADER,URBR,"(-0.58, 83.23, -11.47)","(6.21, 34.27, -8.65)",sensory,sensory,,1.0,,"['cook2019', 'funconn', 'witvliet2020_7', 'witvliet2020_8']"
ADER,URXR,"(-0.58, 83.23, -11.47)","(12.3, 50.87, -5.18)",sensory,sensory,,2.0,,['cook2019']
ADFL,ADAL,"(8.48, 54.18, 7.0)","(0.03, 94.34, 10.31)",sensory,inter,2.6666666666666665,1.1666666666666667,0.5053775137447278,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
ADFL,ADFR,"(8.48, 54.18, 7.0)","(7.15, 54.63, -8.88)",sensory,sensory,1.5,,,"['white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,ADLL,"(8.48, 54.18, 7.0)","(12.05, 59.13, 3.86)",sensory,sensory,,1.0,,['cook2019']
ADFL,AFDL,"(8.48, 54.18, 7.0)","(5.99, 53.37, 7.49)",sensory,sensory,3.0,1.0,0.0,['cook2019']
ADFL,AIAL,"(8.48, 54.18, 7.0)","(-4.67, 66.74, 0.66)",sensory,inter,2.5,2.0,0.04999999999999999,"['cook2019', 'white1986_jsh', 'witvliet2020_8']"
ADFL,AIBL,"(8.48, 54.18, 7.0)","(2.53, 55.49, 5.95)",sensory,inter,,1.3333333333333333,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,AIBR,"(8.48, 54.18, 7.0)","(2.61, 55.94, -6.63)",sensory,inter,,1.0,,"['cook2019', 'witvliet2020_8']"
ADFL,AIYL,"(8.48, 54.18, 7.0)","(-4.4, 71.42, 5.34)",sensory,inter,,1.0,,"['white1986_jsh', 'witvliet2020_8']"
ADFL,AIZL,"(8.48, 54.18, 7.0)","(2.53, 68.92, 7.98)",sensory,inter,1.0,14.0,9.167196954358513,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,AIZR,"(8.48, 54.18, 7.0)","(1.72, 67.51, -8.68)",sensory,inter,,2.0,,"['funconn', 'witvliet2020_7']"
ADFL,ASER,"(8.48, 54.18, 7.0)","(5.42, 60.94, -10.37)",sensory,sensory,,2.0,,['witvliet2020_7']
ADFL,ASHL,"(8.48, 54.18, 7.0)","(4.21, 58.42, 8.35)",sensory,sensory,1.0,1.0,0.0,"['cook2019', 'witvliet2020_8']"
ADFL,AUAL,"(8.48, 54.18, 7.0)","(0.84, 60.91, 8.36)",sensory,inter,,5.571428571428571,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
ADFL,AVHR,"(8.48, 54.18, 7.0)","(8.96, 62.82, -9.77)",sensory,inter,,1.3333333333333333,,"['white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,AWBL,"(8.48, 54.18, 7.0)","(8.3, 57.36, 8.52)",sensory,sensory,,1.6666666666666667,,"['cook2019', 'funconn', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,AWCL,"(8.48, 54.18, 7.0)","(3.0, 55.82, 9.03)",sensory,sensory,1.0,,,"['cook2019', 'funconn']"
ADFL,AWCR,"(8.48, 54.18, 7.0)","(1.74, 56.43, -9.51)",sensory,sensory,,2.0,,['cook2019']
ADFL,BAGR,"(8.48, 54.18, 7.0)","(4.06, 39.43, -8.24)",sensory,sensory,,1.0,,['witvliet2020_8']
ADFL,OLQVL,"(8.48, 54.18, 7.0)","(3.93, 36.66, 6.16)",sensory,sensory,,1.0,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,PVQL,"(8.48, 54.18, 7.0)","(6.02, 766.78, 6.41)",sensory,inter,,1.0,,['witvliet2020_7']
ADFL,RIAL,"(8.48, 54.18, 7.0)","(9.98, 51.21, 5.75)",sensory,inter,1.0,18.625,9.384819857088361,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,RIBL,"(8.48, 54.18, 7.0)","(3.07, 62.04, 6.02)",sensory,inter,,4.0,,['cook2019']
ADFL,RICR,"(8.48, 54.18, 7.0)","(-0.2, 69.97, -8.23)",sensory,inter,,1.0,,['witvliet2020_7']
ADFL,RIGL,"(8.48, 54.18, 7.0)","(-8.73, 114.67, 1.71)",sensory,inter,,2.125,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,RIGR,"(8.48, 54.18, 7.0)","(-8.93, 117.71, 0.23)",sensory,inter,,1.0,,"['cook2019', 'witvliet2020_7']"
ADFL,RIH,"(8.48, 54.18, 7.0)","(-0.69, 47.05, -0.08)",sensory,inter,2.0,,,"['white1986_jsh', 'witvliet2020_7']"
ADFL,RIPL,"(8.48, 54.18, 7.0)","(7.97, 35.3, 6.37)",sensory,inter,2.0,,,['cook2019']
ADFL,RIR,"(8.48, 54.18, 7.0)","(0.76, 54.1, 1.4)",sensory,inter,,2.25,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,RIVL,"(8.48, 54.18, 7.0)","(11.92, 64.03, 4.43)",sensory,inter,,1.0,,['cook2019']
ADFL,SIBVL,"(8.48, 54.18, 7.0)","(-2.49, 59.54, 2.74)",sensory,motor,,1.0,,"['white1986_jsh', 'witvliet2020_7']"
ADFL,SMBDL,"(8.48, 54.18, 7.0)","(-1.85, 59.79, 2.44)",sensory,motor,,1.3333333333333333,,"['cook2019', 'white1986_jsh', 'witvliet2020_7']"
ADFL,SMBVL,"(8.48, 54.18, 7.0)","(-2.88, 62.73, 3.55)",sensory,motor,,4.0,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,SMDVL,"(8.48, 54.18, 7.0)","(10.92, 51.19, 7.29)",sensory,motor,,1.0,,['cook2019']
ADFL,URBL,"(8.48, 54.18, 7.0)","(7.53, 34.05, 8.41)",sensory,sensory,1.0,,,['cook2019']
ADFL,URXL,"(8.48, 54.18, 7.0)","(13.05, 50.65, 2.27)",sensory,sensory,,1.3333333333333333,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
ADFL,URYVL,"(8.48, 54.18, 7.0)","(5.12, 32.7, 6.71)",sensory,sensory,,1.0,,['witvliet2020_7']
ADFR,ADAR,"(7.15, 54.63, -8.88)","(-1.43, 91.22, -11.64)",sensory,inter,2.3333333333333335,1.6,1.2047219128924647,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFR,ADFL,"(7.15, 54.63, -8.88)","(8.48, 54.18, 7.0)",sensory,sensory,1.5,,,"['white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
ADFR,ADFR,"(7.15, 54.63, -8.88)","(7.15, 54.63, -8.88)",sensory,sensory,,1.0,,['cook2019']
ADFR,AFDR,"(7.15, 54.63, -8.88)","(5.71, 53.11, -9.19)",sensory,sensory,5.0,1.0,0.0,['cook2019']
ADFR,AIAR,"(7.15, 54.63, -8.88)","(-4.73, 67.33, -0.99)",sensory,inter,2.3333333333333335,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFR,AIYR,"(7.15, 54.63, -8.88)","(-1.49, 59.43, -1.12)",sensory,inter,,1.2,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADFR,AIZL,"(7.15, 54.63, -8.88)","(2.53, 68.92, 7.98)",sensory,inter,,2.0,,"['white1986_jsh', 'witvliet2020_7']"
ADFR,AIZR,"(7.15, 54.63, -8.88)","(1.72, 67.51, -8.68)",sensory,inter,,12.25,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFR,ASEL,"(7.15, 54.63, -8.88)","(5.43, 61.3, 8.57)",sensory,sensory,,1.0,,['white1986_jsh']
ADFR,ASGR,"(7.15, 54.63, -8.88)","(8.0, 60.15, -8.22)",sensory,sensory,1.0,1.0,0.0,"['cook2019', 'witvliet2020_7']"
ADFR,ASHR,"(7.15, 54.63, -8.88)","(3.81, 57.83, -10.2)",sensory,sensory,,2.0,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADFR,AUAR,"(7.15, 54.63, -8.88)","(0.22, 60.76, -9.63)",sensory,inter,,5.125,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFR,AVHL,"(7.15, 54.63, -8.88)","(9.65, 62.68, 7.85)",sensory,inter,,1.0,,"['cook2019', 'white1986_jsh', 'witvliet2020_7']"
ADFR,AWAR,"(7.15, 54.63, -8.88)","(6.53, 57.24, -7.97)",sensory,sensory,3.0,1.0,0.0,['cook2019']
ADFR,AWBR,"(7.15, 54.63, -8.88)","(8.1, 57.4, -10.25)",sensory,sensory,1.0,1.6,1.08,"['cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADFR,AWCR,"(7.15, 54.63, -8.88)","(1.74, 56.43, -9.51)",sensory,sensory,,1.0,,['cook2019']
ADFR,BAGL,"(7.15, 54.63, -8.88)","(5.69, 38.69, 8.54)",sensory,sensory,,6.0,,['cook2019']
ADFR,OLQVR,"(7.15, 54.63, -8.88)","(3.11, 37.26, -5.9)",sensory,sensory,,1.0,,"['cook2019', 'witvliet2020_8']"
ADFR,PVPR,"(7.15, 54.63, -8.88)","(-1.81, 737.11, -2.55)",sensory,inter,,1.0,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADFR,RIAR,"(7.15, 54.63, -8.88)","(9.13, 51.66, -7.32)",sensory,inter,,21.375,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFR,RIGR,"(7.15, 54.63, -8.88)","(-8.93, 117.71, 0.23)",sensory,inter,,6.142857142857143,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFR,RIH,"(7.15, 54.63, -8.88)","(-0.69, 47.05, -0.08)",sensory,inter,1.5,1.5,0.5,"['cook2019', 'white1986_jsh', 'witvliet2020_8']"
ADFR,RIR,"(7.15, 54.63, -8.88)","(0.76, 54.1, 1.4)",sensory,inter,,3.857142857142857,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFR,SIBVR,"(7.15, 54.63, -8.88)","(-1.56, 53.46, -1.27)",sensory,motor,,1.0,,['witvliet2020_8']
ADFR,SMBDR,"(7.15, 54.63, -8.88)","(-1.45, 60.22, -1.9)",sensory,motor,,1.1666666666666667,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADFR,SMBVR,"(7.15, 54.63, -8.88)","(-4.46, 67.29, -1.61)",sensory,motor,1.0,5.375,4.92821912560714,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADFR,SMDVR,"(7.15, 54.63, -8.88)","(9.15, 51.03, -9.28)",sensory,motor,2.0,,,['cook2019']
ADFR,URXL,"(7.15, 54.63, -8.88)","(13.05, 50.65, 2.27)",sensory,sensory,,1.0,,['witvliet2020_7']
ADFR,URXR,"(7.15, 54.63, -8.88)","(12.3, 50.87, -5.18)",sensory,sensory,,2.6666666666666665,,"['cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
ADFR,URYVR,"(7.15, 54.63, -8.88)","(3.42, 33.1, -6.05)",sensory,sensory,,2.0,,['cook2019']
ADLL,ADAL,"(12.05, 59.13, 3.86)","(0.03, 94.34, 10.31)",sensory,inter,,1.5,,"['cook2019', 'funconn', 'witvliet2020_8']"
ADLL,ADLR,"(12.05, 59.13, 3.86)","(11.38, 58.8, -6.34)",sensory,sensory,3.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AIAL,"(12.05, 59.13, 3.86)","(-4.67, 66.74, 0.66)",sensory,inter,,7.25,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AIBL,"(12.05, 59.13, 3.86)","(2.53, 55.49, 5.95)",sensory,inter,,11.375,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AIBR,"(12.05, 59.13, 3.86)","(2.61, 55.94, -6.63)",sensory,inter,,1.0,,"['chklovskii', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADLL,AIYL,"(12.05, 59.13, 3.86)","(-4.4, 71.42, 5.34)",sensory,inter,1.0,,,['witvliet2020_7']
ADLL,ALA,"(12.05, 59.13, 3.86)","(15.36, 51.26, -2.16)",sensory,sensory,,2.75,,"['cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADLL,ASEL,"(12.05, 59.13, 3.86)","(5.43, 61.3, 8.57)",sensory,sensory,,2.25,,"['cook2019', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,ASER,"(12.05, 59.13, 3.86)","(5.42, 60.94, -10.37)",sensory,sensory,,4.6,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADLL,ASGL,"(12.05, 59.13, 3.86)","(8.66, 59.98, 7.01)",sensory,sensory,,1.5,,"['cook2019', 'witvliet2020_8']"
ADLL,ASHL,"(12.05, 59.13, 3.86)","(4.21, 58.42, 8.35)",sensory,sensory,,4.142857142857143,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,ASKL,"(12.05, 59.13, 3.86)","(12.0, 54.73, 4.44)",sensory,sensory,,2.6666666666666665,,"['white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AVAL,"(12.05, 59.13, 3.86)","(6.7, 50.2, 8.41)",sensory,inter,,5.0,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AVAR,"(12.05, 59.13, 3.86)","(4.79, 50.99, -9.13)",sensory,inter,,3.3333333333333335,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
ADLL,AVBL,"(12.05, 59.13, 3.86)","(5.1, 63.74, 7.12)",sensory,inter,,4.166666666666667,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
ADLL,AVDL,"(12.05, 59.13, 3.86)","(5.35, 65.34, 9.11)",sensory,inter,,1.625,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AVDR,"(12.05, 59.13, 3.86)","(5.14, 65.45, -10.59)",sensory,inter,1.5,7.625,4.245812644768591,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AVEL,"(12.05, 59.13, 3.86)","(4.58, 51.08, 5.98)",sensory,inter,,1.0,,"['funconn', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AVHL,"(12.05, 59.13, 3.86)","(9.65, 62.68, 7.85)",sensory,inter,,2.0,,['white1986_jsh']
ADLL,AVHR,"(12.05, 59.13, 3.86)","(8.96, 62.82, -9.77)",sensory,inter,,1.0,,"['funconn', 'witvliet2020_8']"
ADLL,AVJL,"(12.05, 59.13, 3.86)","(7.13, 65.08, 8.47)",sensory,inter,,1.2857142857142858,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AVJR,"(12.05, 59.13, 3.86)","(7.55, 65.13, -9.59)",sensory,inter,,4.142857142857143,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AWAL,"(12.05, 59.13, 3.86)","(6.57, 57.58, 5.85)",sensory,sensory,1.0,1.0,0.0,"['cook2019', 'witvliet2020_8']"
ADLL,AWBL,"(12.05, 59.13, 3.86)","(8.3, 57.36, 8.52)",sensory,sensory,,1.7142857142857142,,"['cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AWCL,"(12.05, 59.13, 3.86)","(3.0, 55.82, 9.03)",sensory,sensory,,3.25,,"['cook2019', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
ADLL,AWCR,"(12.05, 59.13, 3.86)","(1.74, 56.43, -9.51)",sensory,sensory,,1.0,,['witvliet2020_8']
ADLL,HSNL,"(12.05, 59.13, 3.86)","(-1.78, 462.53, -9.81)",sensory,motor,,1.0,,['witvliet2020_7']
ADLL,HSNR,"(12.05, 59.13, 3.86)","(-3.33, 452.01, 10.54)",sensory,motor,,1.0,,['witvliet2020_7']
ADLL,OLQVL,"(12.05, 59.13, 3.86)","(3.93, 36.66, 6.16)",sensory,sensory,1.0,1.2,0.36000000000000004,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADLL,PVCL,"(12.05, 59.13, 3.86)","(6.51, 777.42, 4.85)",sensory,inter,,1.0,,['witvliet2020_8']
ADLL,PVNL,"(12.05, 59.13, 3.86)","(6.9, 794.35, 3.24)",sensory,inter,,1.0,,['witvliet2020_7']
ADLL,PVPL,"(12.05, 59.13, 3.86)","(-3.27, 731.85, 1.07)",sensory,inter,,1.0,,['white1986_jsh']
ADLL,PVQL,"(12.05, 59.13, 3.86)","(6.02, 766.78, 6.41)",sensory,inter,,2.0,,['witvliet2020_7']
ADLL,RIAL,"(12.05, 59.13, 3.86)","(9.98, 51.21, 5.75)",sensory,inter,,1.0,,['cook2019']
ADLL,RIGL,"(12.05, 59.13, 3.86)","(-8.73, 114.67, 1.71)",sensory,inter,,1.0,,['cook2019']
ADLL,RIPL,"(12.05, 59.13, 3.86)","(7.97, 35.3, 6.37)",sensory,inter,,1.4,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
ADLL,RIR,"(12.05, 59.13, 3.86)","(0.76, 54.1, 1.4)",sensory,inter,,1.0,,['cook2019']
ADLL,RMGL,"(12.05, 59.13, 3.86)","(-0.45, 98.07, 9.18)",sensory,inter,2.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
ADLL,SIBDR,"(12.05, 59.13, 3.86)","(1.43, 54.5, -6.72)",sensory,motor,,1.0,,['witvliet2020_7']
ADLL,SMBVL,"(12.05, 59.13, 3.86)","(-2.88, 62.73, 3.55)",sensory,motor,,4.0,,"['cook2019', 'white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
ADLR,ADAR,"(11.38, 58.8, -6.34)","(-1.43, 91.22, -11.64)",sensory,inter,,1.0,,"['cook2019', 'funconn']"
ADLR,ADLL,"(11.38, 58.8, -6.34)","(12.05, 59.13, 3.86)",sensory,sensory,3.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
ADLR,ADLR,"(11.38, 58.8, -6.34)","(11.38, 58.8, -6.34)",sensory,sensory,,3.0,,['cook2019']
